ms_today;input_voltage;temp_mos_max;temp_mos_1;temp_mos_2;temp_mos_3;temp_motor;current_motor;current_in;d_axis_current;q_axis_current;erpm;duty_cycle;amp_hours_used;amp_hours_charged;watt_hours_used;watt_hours_charged;tachometer;tachometer_abs;encoder_position;fault_code;vesc_id;d_axis_voltage;q_axis_voltage;ms_today_setup;amp_hours_setup;amp_hours_charged_setup;watt_hours_setup;watt_hours_charged_setup;battery_level;battery_wh_tot;current_in_setup;current_motor_setup;speed_meters_per_sec;tacho_meters;tacho_abs_meters;num_vescs;ms_today_imu;roll;pitch;yaw;accX;accY;accZ;gyroX;gyroY;gyroZ;gnss_posTime;gnss_lat;gnss_lon;gnss_alt;gnss_gVel;gnss_vVel;gnss_hAcc;gnss_vAcc;
71727234;38.6;42.1;0;0;0;27;29.92;9.29;0;0;18727;0.311;0.0278;0;1.0939;0;41758;41758;0;0;36;0;0;71727202;0.0278;0;1.0909;0;0.617;281.773;9.67;31.09;11.576;258.871;258.871;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71727296;38.5;42.2;0;0;0;27;29.81;9.27;0;0;18786;0.311;0.028;0;1.0999;0;41881;41881;0;0;36;0;0;71727265;0.0279;0;1.0969;0;0.591;269.913;8.66;27.85;11.619;259.628;259.628;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71727359;38.7;42.3;0;0;0;27;29.67;9.2;0;0;18612;0.31;0.0281;0;1.1059;0;42003;42003;0;0;36;0;0;71727327;0.0281;0;1.1029;0;0.597;272.272;8.99;29;11.579;260.392;260.392;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71727421;38.5;42.3;0;0;0;27;29.86;9.26;0;0;18669;0.31;0.0283;0;1.1119;0;42125;42125;0;0;36;0;0;71727390;0.0282;0;1.1089;0;0.576;262.878;9.46;30.53;11.551;261.149;261.149;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71727484;39;42.4;0;0;0;27;29.82;9.25;0;0;18639;0.31;0.0285;0;1.1189;0;42248;42248;0;0;36;0;0;71727452;0.0284;0;1.1149;0;0.576;262.878;9.47;30.52;11.554;261.913;261.913;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71727577;38.5;42.5;0;0;0;27;29.84;9.25;0;0;18623;0.31;0.0287;0;1.1279;0;42433;42433;0;0;36;0;0;71727524;0.0286;0;1.1219;0;0.602;274.638;9.01;29.08;11.581;262.67;262.67;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71727640;38.7;42.6;0;0;0;27;29.82;9.24;0;0;18729;0.31;0.0289;0;1.1339;0;42555;42555;0;0;36;0;0;71727607;0.0287;0;1.1279;0;0.638;291.364;9.22;29.74;11.581;263.446;263.446;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71727702;38.6;42.6;0;0;0;27;29.81;9.25;0;0;18703;0.31;0.029;0;1.1399;0;42675;42675;0;0;36;0;0;71727671;0.0289;0;1.1369;0;0.586;267.561;9.13;29.43;11.536;264.564;264.564;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71727796;38.6;42.7;0;0;0;27;29.82;9.25;0;0;18639;0.31;0.0293;0;1.1499;0;42860;42860;0;0;36;0;0;71727742;0.0291;0;1.1429;0;0.62;282.968;9.23;29.77;11.618;265.327;265.327;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71727859;38.7;42.8;0;0;0;27;29.74;9.23;0;0;18601;0.31;0.0294;0;1.1559;0;42983;42983;0;0;36;0;0;71727826;0.0293;0;1.1499;0;0.644;293.774;9.19;29.62;11.591;266.103;266.103;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71727921;38.6;42.9;0;0;0;27;29.83;9.26;0;0;18630;0.31;0.0296;0;1.1619;0;43104;43104;0;0;36;0;0;71727890;0.0295;0;1.1589;0;0.579;264.045;9.69;31.23;11.565;267.221;267.221;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71727984;38.7;42.9;0;0;0;27;29.85;9.28;0;0;18660;0.31;0.0297;0;1.1679;0;43226;43226;0;0;36;0;0;71727952;0.0297;0;1.1649;0;0.612;279.389;9.25;29.76;11.548;267.985;267.985;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71728077;38.7;43;0;0;0;27;29.81;9.24;0;0;18629;0.31;0.03;0;1.1779;0;43411;43411;0;0;36;0;0;71728023;0.0298;0;1.171;0;0.573;261.712;9.05;29.21;11.626;268.742;268.742;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71728140;39.1;43.1;0;0;0;27;29.81;9.26;0;0;18772;0.311;0.0302;0;1.1839;0;43534;43534;0;0;36;0;0;71728114;0.03;0;1.1779;0;0.579;264.045;8.92;28.79;11.585;269.518;269.518;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71728203;38.8;43.2;0;0;0;27;29.78;9.28;0;0;18683;0.311;0.0303;0;1.19;0;43655;43655;0;0;36;0;0;71728171;0.0302;0;1.187;0;0.584;266.387;8.66;27.81;11.563;270.642;270.642;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71728296;38.3;43.3;0;0;0;27.1;31.47;10.28;0;0;19851;0.34;0.0306;0;1.1998;0;43846;43846;0;0;36;0;0;71728243;0.0304;0;1.193;0;0.597;272.272;10.36;32.27;11.708;271.412;271.412;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71728359;38.3;43.4;0;0;0;27.1;32.22;11.29;0;0;20510;0.355;0.0308;0;1.2082;0;43981;43981;0;0;36;0;0;71728326;0.0306;0;1.2009;0;0.531;242.206;11.06;32.22;12.265;272.225;272.225;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71728421;38.3;43.4;0;0;0;27.1;32.23;11.45;0;0;20706;0.355;0.031;0;1.2155;0;44114;44114;0;0;36;0;0;71728396;0.0309;0;1.2118;0;0.604;275.824;11.28;31.78;12.86;273.454;273.454;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71728513;38.4;43.6;0;0;0;27.1;32.24;11.47;0;0;20736;0.355;0.0312;0;1.2229;0;44250;44250;0;0;36;0;0;71728482;0.0311;0;1.2192;0;0.607;277.011;11.45;32.19;12.85;274.298;274.298;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71728578;38.3;43.6;0;0;0;27.1;32.23;11.48;0;0;20733;0.356;0.0315;0;1.2351;0;44460;44460;0;0;36;0;0;71728546;0.0314;0;1.2302;0;0.521;237.711;11.43;32.11;12.897;275.577;275.577;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71728640;38.3;43.7;0;0;0;27.1;32.22;11.45;0;0;20718;0.354;0.0317;0;1.2424;0;44589;44589;0;0;36;0;0;71728609;0.0316;0;1.2388;0;0.521;237.711;11.44;32.25;12.853;276.409;276.409;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71728703;38.5;43.7;0;0;0;27.1;32.23;11.43;0;0;20646;0.354;0.0319;0;1.2498;0;44725;44725;0;0;36;0;0;71728671;0.0318;0;1.2461;0;0.543;247.878;11.45;32.29;12.886;277.247;277.247;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71728796;38.8;43.9;0;0;0;27.1;32.22;11.44;0;0;20771;0.355;0.0322;0;1.2608;0;44930;44930;0;0;36;0;0;71728743;0.032;0;1.2535;0;0.518;236.593;11.48;32.32;12.868;278.086;278.086;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71728859;38.3;43.9;0;0;0;27.1;32.23;11.42;0;0;20585;0.354;0.0324;0;1.2693;0;45065;45065;0;0;36;0;0;71728826;0.0322;0;1.2608;0;0.521;237.711;11.48;32.34;12.895;278.948;278.948;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71728921;38.6;44;0;0;0;27.1;32.21;11.42;0;0;20727;0.355;0.0326;0;1.2767;0;45199;45199;0;0;36;0;0;71728890;0.0325;0;1.273;0;0.546;249.019;11.43;32.27;12.834;280.19;280.19;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71728984;38.2;44.1;0;0;0;27.1;32.22;11.45;0;0;20751;0.355;0.0328;0;1.284;0;45334;45334;0;0;36;0;0;71728952;0.0327;0;1.2804;0;0.509;232.146;11.47;32.29;12.818;281.035;281.035;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71729077;38.4;44.2;0;0;0;27.1;32.19;11.42;0;0;20713;0.354;0.0331;0;1.295;0;45540;45540;0;0;36;0;0;71729024;0.0329;0;1.2877;0;0.533;243.336;11.46;32.33;12.85;281.873;281.879;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71729140;38.3;44.3;0;0;0;27.1;32.23;11.43;0;0;20619;0.354;0.0333;0;1.3036;0;45675;45675;0;0;36;0;0;71729107;0.0331;0;1.295;0;0.521;237.711;11.45;32.29;12.879;282.736;282.736;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71729203;38.3;44.4;0;0;0;27.1;32.21;11.43;0;0;20705;0.354;0.0335;0;1.3109;0;45809;45809;0;0;36;0;0;71729178;0.0334;0;1.3073;0;0.538;245.602;11.46;32.3;12.841;283.977;283.977;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71729296;38.3;44.5;0;0;0;27.1;32.22;11.46;0;0;20638;0.355;0.0338;0;1.3219;0;46014;46014;0;0;36;0;0;71729243;0.0336;0;1.3146;0;0.566;258.225;11.5;32.34;12.847;284.822;284.822;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71729359;38.5;44.6;0;0;0;27.1;32.21;11.45;0;0;20744;0.355;0.0339;0;1.3293;0;46150;46150;0;0;36;0;0;71729326;0.0338;0;1.3219;0;0.516;235.478;11.49;32.32;12.812;285.678;285.678;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71729421;38.8;44.7;0;0;0;27.1;32.22;11.45;0;0;20602;0.354;0.0342;0;1.3379;0;46284;46284;0;0;36;0;0;71729390;0.0341;0;1.3342;0;0.553;252.455;11.26;31.68;12.874;286.926;286.926;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71729491;38.2;44.8;0;0;0;27.1;32.2;11.4;0;0;20703;0.354;0.0344;0;1.3452;0;46419;46419;0;0;36;0;0;71729452;0.0343;0;1.3415;0;0.523;238.831;11.36;32.08;12.813;287.771;287.771;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71729578;38.4;44.9;0;0;0;27.1;32.22;11.44;0;0;20740;0.355;0.0346;0;1.3562;0;46624;46624;0;0;36;0;0;71729523;0.0345;0;1.3489;0;0.576;262.878;11.45;32.34;12.812;288.609;288.609;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71729640;38.3;45;0;0;0;27.2;32.26;11.55;0;0;20823;0.365;0.0349;0;1.3648;0;46760;46760;0;0;36;0;0;71729607;0.0346;0;1.3562;0;0.518;236.593;11.4;32.03;12.898;289.466;289.466;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71729703;37.9;45.1;0;0;0;27.2;32.29;12.1;0;0;21672;0.384;0.0351;0;1.3726;0;46898;46898;0;0;36;0;0;71729671;0.035;0;1.3687;0;0.586;267.561;12.07;32.2;13.158;290.726;290.726;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71729796;38.1;45.3;0;0;0;27.2;32.28;12.43;0;0;22012;0.385;0.0354;0;1.3845;0;47116;47116;0;0;36;0;0;71729742;0.0352;0;1.3766;0;0.506;231.041;12.42;32.24;13.602;291.607;291.607;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71729859;38.1;45.4;0;0;0;27.2;32.28;12.44;0;0;21938;0.385;0.0356;0;1.3924;0;47260;47260;0;0;36;0;0;71729826;0.0354;0;1.3845;0;0.501;228.837;12.45;32.33;13.666;292.52;292.52;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71729921;38.7;45.5;0;0;0;27.2;32.28;12.45;0;0;21971;0.385;0.0358;0;1.4004;0;47402;47402;0;0;36;0;0;71729890;0.0357;0;1.3964;0;0.586;267.561;12.42;32.21;13.645;293.842;293.842;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71729984;37.8;45.6;0;0;0;27.2;32.28;12.46;0;0;21965;0.385;0.036;0;1.4096;0;47546;47546;0;0;36;0;0;71729952;0.0359;0;1.4057;0;0.452;206.337;12.46;32.3;13.673;294.736;294.736;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71730078;38;45.7;0;0;0;27.2;32.28;12.45;0;0;21923;0.385;0.0364;0;1.4216;0;47763;47763;0;0;36;0;0;71730023;0.0362;0;1.4136;0;0.47;214.768;12.44;32.28;13.647;295.63;295.63;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71730140;37.9;45.8;0;0;0;27.2;32.28;12.46;0;0;21967;0.386;0.0366;0;1.4295;0;47907;47907;0;0;36;0;0;71730107;0.0364;0;1.4216;0;0.546;249.019;12.46;32.33;13.646;296.543;296.543;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71730203;38.4;45.9;0;0;0;27.2;32.29;12.48;0;0;21919;0.386;0.0368;0;1.4388;0;48051;48051;0;0;36;0;0;71730171;0.0367;0;1.4335;0;0.477;217.975;12.5;32.32;13.594;297.859;297.859;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71730296;38.6;46.1;0;0;0;27.2;32.28;12.49;0;0;22074;0.386;0.0371;0;1.4507;0;48268;48268;0;0;36;0;0;71730243;0.0369;0;1.4428;0;0.466;212.644;12.48;32.26;13.694;298.759;298.759;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71730359;37.9;46.2;0;0;0;27.2;32.28;12.46;0;0;22007;0.385;0.0373;0;1.4587;0;48414;48414;0;0;36;0;0;71730326;0.0371;0;1.4507;0;0.518;236.593;12.51;32.32;13.704;299.672;299.672;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71730421;38.2;46.3;0;0;0;27.2;32.28;12.44;0;0;21994;0.385;0.0375;0;1.4666;0;48554;48554;0;0;36;0;0;71730390;0.0374;0;1.4626;0;0.523;238.831;12.42;32.24;13.594;300.994;300.994;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71730484;38;46.4;0;0;0;27.2;32.28;12.46;0;0;21985;0.385;0.0378;0;1.4759;0;48698;48698;0;0;36;0;0;71730452;0.0376;0;1.4706;0;0.509;232.146;12.44;32.23;13.649;301.888;301.888;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71730577;38.1;46.6;0;0;0;27.2;32.28;12.46;0;0;21880;0.385;0.0381;0;1.4878;0;48916;48916;0;0;36;0;0;71730522;0.0379;0;1.4799;0;0.482;220.126;12.46;32.29;13.662;302.783;302.783;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71730640;38.6;46.7;0;0;0;27.3;32.29;12.46;0;0;21916;0.386;0.0383;0;1.4957;0;49060;49060;0;0;36;0;0;71730607;0.0381;0;1.4878;0;0.485;221.206;12.46;32.29;13.623;303.695;303.695;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71730703;38.6;46.8;0;0;0;27.3;32.29;12.47;0;0;21987;0.386;0.0385;0;1.5037;0;49202;49202;0;0;36;0;0;71730671;0.0384;0;1.4997;0;0.513;234.364;12.45;32.25;13.608;305.018;305.018;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71730796;38.1;47;0;0;0;27.3;32.29;12.47;0;0;21860;0.386;0.0389;0;1.5169;0;49419;49419;0;0;36;0;0;71730743;0.0386;0;1.5076;0;0.586;267.561;12.45;32.24;13.665;305.912;305.912;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71730859;38;47.1;0;0;0;27.3;32.29;12.47;0;0;21955;0.386;0.0391;0;1.5249;0;49563;49563;0;0;36;0;0;71730826;0.0389;0;1.5169;0;0.48;219.049;12.47;32.29;13.571;306.818;306.818;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71730921;38;47.2;0;0;0;27.3;32.29;12.47;0;0;21933;0.386;0.0393;0;1.5328;0;49705;49705;0;0;36;0;0;71730890;0.0392;0;1.5289;0;0.489;223.373;12.48;32.33;13.693;308.14;308.14;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71730984;38;47.4;0;0;0;27.3;32.28;12.47;0;0;21948;0.386;0.0395;0;1.5408;0;49849;49849;0;0;36;0;0;71730952;0.0394;0;1.5368;0;0.499;227.739;12.49;32.35;13.687;309.034;309.034;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71731077;37.9;47.6;0;0;0;27.3;32.28;12.46;0;0;21963;0.385;0.0398;0;1.554;0;50067;50067;0;0;36;0;0;71731023;0.0396;0;1.5448;0;0.521;237.711;12.49;32.36;13.604;309.928;309.928;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71731140;37.8;47.7;0;0;0;27.3;32.28;12.45;0;0;21958;0.385;0.04;0;1.5619;0;50211;50211;0;0;36;0;0;71731107;0.0398;0;1.554;0;0.506;231.041;12.44;32.24;13.634;310.841;310.841;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71731202;38.3;47.8;0;0;0;27.3;32.28;12.45;0;0;21945;0.385;0.0402;0;1.5699;0;50353;50353;0;0;36;0;0;71731171;0.0401;0;1.5659;0;0.556;253.605;12.46;32.32;13.603;312.163;312.163;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71731296;38.2;48;0;0;0;27.3;32.28;12.44;0;0;21933;0.385;0.0406;0;1.5831;0;50571;50571;0;0;36;0;0;71731242;0.0404;0;1.5738;0;0.526;239.954;12.46;32.35;13.688;313.057;313.057;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71731366;38;48.1;0;0;0;27.3;32.28;12.44;0;0;22055;0.385;0.0408;0;1.5911;0;50715;50715;0;0;36;0;0;71731326;0.0406;0;1.5831;0;0.504;229.938;12.45;32.32;13.616;313.976;313.976;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71731453;37.9;48.3;0;0;0;27.3;32.28;12.45;0;0;21940;0.385;0.0411;0;1.603;0;50932;50932;0;0;36;0;0;71731404;0.0409;0;1.595;0;0.477;217.975;12.45;32.29;13.723;315.299;315.299;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71731546;38;48.5;0;0;0;27.3;32.28;12.45;0;0;21958;0.386;0.0415;0;1.6162;0;51149;51149;0;0;36;0;0;71731487;0.0411;0;1.603;0;0.521;237.711;12.45;32.3;13.692;316.211;316.211;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71731640;38.1;48.7;0;0;0;27.3;32.28;12.47;0;0;21947;0.385;0.0418;0;1.6282;0;51364;51364;0;0;36;0;0;71731587;0.0415;0;1.6162;0;0.523;238.831;12.49;32.32;13.632;317.565;317.565;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71731703;38.1;48.8;0;0;0;27.3;32.28;12.44;0;0;21885;0.385;0.042;0;1.6361;0;51508;51508;0;0;36;0;0;71731670;0.0418;0;1.6282;0;0.477;217.975;12.41;32.21;13.625;318.899;318.899;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71731796;38.1;49;0;0;0;27.3;32.28;12.44;0;0;22030;0.385;0.0423;0;1.648;0;51724;51724;0;0;36;0;0;71731742;0.0421;0;1.6401;0;0.487;222.288;12.46;32.31;13.652;320.216;320.216;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71731859;38.3;49.1;0;0;0;27.3;32.28;12.46;0;0;21942;0.386;0.0425;0;1.6573;0;51869;51869;0;0;36;0;0;71731833;0.0423;0;1.648;0;0.48;219.049;12.45;32.29;13.677;321.128;321.128;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71731921;38.4;49.3;0;0;0;27.3;32.28;12.48;0;0;22009;0.386;0.0427;0;1.6653;0;52011;52011;0;0;36;0;0;71731890;0.0426;0;1.6613;0;0.473;215.834;12.5;32.33;13.692;322.457;322.457;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71731984;38.2;49.4;0;0;0;27.4;32.28;12.47;0;0;22022;0.386;0.043;0;1.6732;0;52155;52155;0;0;36;0;0;71731952;0.0429;0;1.6692;0;0.528;241.079;12.48;32.31;13.649;323.351;323.351;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71732077;38.1;49.6;0;0;0;27.4;32.28;12.48;0;0;22018;0.386;0.0433;0;1.6851;0;52373;52373;0;0;36;0;0;71732022;0.0431;0;1.6772;0;0.511;233.254;12.49;32.32;13.714;324.245;324.245;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71732147;37.9;49.7;0;0;0;27.4;32.28;12.48;0;0;22037;0.386;0.0435;0;1.6944;0;52518;52518;0;0;36;0;0;71732108;0.0433;0;1.6865;0;0.546;249.019;12.51;32.36;13.694;325.164;325.164;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71732234;38.2;49.9;0;0;0;27.4;32.28;12.46;0;0;21925;0.385;0.0438;0;1.7064;0;52734;52734;0;0;36;0;0;71732185;0.0436;0;1.6984;0;0.531;242.206;12.43;32.2;13.68;326.486;326.486;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71732327;38;50.1;0;0;0;27.4;32.28;12.44;0;0;21905;0.385;0.0441;0;1.7183;0;52949;52949;0;0;36;0;0;71732265;0.0438;0;1.7064;0;0.509;232.146;12.47;32.36;13.646;327.399;327.399;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71732421;38.2;50.3;0;0;0;27.4;32.28;12.45;0;0;21896;0.385;0.0445;0;1.7315;0;53165;53165;0;0;36;0;0;71732366;0.0441;0;1.7183;0;0.538;245.602;12.47;32.34;13.635;328.74;328.74;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71732484;38.2;50.4;0;0;0;27.4;32.28;12.46;0;0;21986;0.385;0.0447;0;1.7395;0;53309;53309;0;0;36;0;0;71732451;0.0445;0;1.7315;0;0.473;215.834;12.47;32.33;13.629;330.075;330.075;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
